user_id,country
390,Canada
391,Brazil
392,Argentina
393,Brazil
394,USA
395,Argentina
396,Australia
397,India
398,Argentina
399,Canada
400,India
401,Argentina
402,Australia
403,Australia
404,Canada
405,Mexico
406,Spain
407,Argentina
408,Mexico
409,Germany
410,India
411,Mexico
412,Germany
413,Spain
414,Mexico
415,Mexico
416,Argentina
417,UK
418,Argentina
419,UK
420,Mexico
421,Argentina
422,Brazil
423,Argentina
424,India
425,Germany
426,Argentina
427,Argentina
428,UK
429,Germany
430,UK
431,Canada
432,India
433,Germany
434,Mexico
435,UK
436,India
437,USA
438,Spain
439,UK
440,Mexico
441,Australia
442,Mexico
443,Germany
444,Spain
445,Brazil
446,UK
447,Germany
448,Argentina
449,Canada
450,Germany
451,Brazil
452,Argentina
453,Brazil
454,Brazil
455,USA
456,UK
457,Mexico
458,Mexico
459,USA
460,India
461,Brazil
462,Germany
463,Brazil
464,Canada
465,USA
466,UK
467,Spain
468,UK
469,India
470,India
471,USA
472,Brazil
473,Argentina
474,Canada
475,UK
476,Argentina
477,Mexico
478,Canada
479,Germany
480,USA
481,Brazil
482,USA
483,Argentina
484,Germany
485,Brazil
486,Argentina
487,Argentina
488,Brazil
489,India
490,Canada
491,Germany
492,UK
493,Mexico
494,Spain
495,Canada
496,Argentina
497,USA
498,USA
499,Argentina
500,Spain
501,Argentina
502,Spain
503,Brazil
504,Australia
505,Mexico
506,Canada
507,Australia
508,Australia
509,Mexico
510,Canada
511,Canada
512,Germany
513,Argentina
514,Australia
515,USA
516,Mexico
517,Canada
518,India
519,UK
520,Mexico
521,Argentina
522,UK
523,Canada
524,UK
525,Argentina
526,Germany
527,Germany
528,Spain
529,UK
530,UK
531,Spain
532,USA
533,Australia
534,Mexico
535,Germany
536,Germany
537,UK
538,Mexico
539,Argentina
540,Brazil
541,India
542,Mexico
543,Australia
544,Germany
545,Australia
546,Australia
547,Mexico
548,USA
549,Mexico
550,USA
551,Spain
552,Germany
553,Brazil
554,Brazil
555,USA
556,Argentina
557,Brazil
558,Germany
559,UK
560,Argentina
561,Australia
562,India
563,UK
564,India
565,UK
566,UK
567,Spain
568,India
569,Mexico
570,Canada
571,USA
572,Spain
573,Spain
574,Spain
575,USA
576,Australia
577,Brazil
578,Brazil
579,USA
580,Australia
581,India
582,Mexico
583,Argentina
584,Spain
585,Germany
586,Germany
587,Mexico
588,India
589,Canada
590,Brazil
591,Germany
592,Argentina
593,Mexico
594,Germany
595,UK
596,Australia
597,Australia
598,Canada
599,Canada
600,India
601,Mexico
602,Argentina
603,Canada
604,India
605,UK
606,Brazil
607,USA
608,Argentina
609,India
610,Mexico
611,Argentina
612,Germany
613,Argentina
614,UK
615,Brazil
616,Brazil
617,UK
618,USA
619,Mexico
620,Spain
621,Germany
622,USA
623,Germany
624,Germany
625,Argentina
626,UK
627,Spain
628,Mexico
629,Australia
630,India
631,Canada
632,India
633,UK
634,Mexico
635,Spain
636,Mexico
637,India
638,India
639,USA
640,Australia
641,Brazil
642,India
643,USA
644,UK
645,Argentina
646,Brazil
647,UK
648,UK
649,UK
650,USA
651,Brazil
652,Australia
653,Germany
654,USA
655,Australia
656,Spain
657,Australia
658,Mexico
659,USA
660,Australia
661,Spain
662,Australia
663,Australia
664,USA
665,Brazil
666,Argentina
667,India
668,Brazil
669,UK
670,Australia
671,Mexico
672,Brazil
673,Brazil
674,Argentina
675,Argentina
676,USA
677,Canada
678,Australia
679,Germany
680,Canada
681,Spain
682,Australia
683,Brazil
684,Germany
685,Mexico
686,Argentina
687,Brazil
688,UK
689,Spain
690,Germany
691,Australia
692,Mexico
693,Germany
694,Mexico
695,UK
696,Mexico
697,India
698,USA
699,Canada
700,Australia
701,USA
702,Mexico
703,India
704,India
705,Germany
706,UK
707,UK
708,Germany
709,Canada
710,Spain
711,Germany
712,Canada
713,India
714,UK
715,Argentina
716,USA
717,Germany
718,India
719,UK
720,Spain
721,Canada
722,Spain
723,Argentina
724,Canada
725,USA
726,Canada
727,Argentina
728,Mexico
729,India
730,Spain
731,Spain
732,Canada
733,UK
734,Argentina
735,Germany
736,Canada
737,Brazil
738,India
739,Canada
740,Spain
741,USA
742,Canada
743,Spain
744,UK
745,Germany
746,UK
747,Germany
748,Germany
749,Spain
750,Canada
751,Brazil
752,Argentina
753,Spain
754,Spain
755,Argentina
756,Germany
757,Spain
758,Germany
759,Spain
760,UK
761,Mexico
762,Germany
763,Mexico
764,Australia
765,Brazil
766,Spain
767,India
768,India
769,Spain
770,Australia
771,UK
772,Spain
773,Argentina
774,Canada
775,India
776,Mexico
777,Spain
778,Argentina
779,Germany
780,UK
781,Mexico
782,Argentina
783,Mexico
784,USA
785,Argentina
786,Australia
787,UK
788,Mexico
789,UK
790,Brazil
791,Mexico
792,USA
793,Germany
794,India
795,Australia
796,Mexico
797,Spain
798,Spain
799,Mexico
800,Spain
801,Argentina
802,Canada
803,India
804,Spain
805,Mexico
806,India
807,UK
808,Spain
809,Mexico
810,India
811,Brazil
812,Mexico
813,Spain
814,USA
815,Germany
816,India
817,Germany
818,USA
819,Australia
820,Germany
821,Argentina
822,Australia
823,Spain
824,Spain
825,USA
826,Germany
827,Argentina
828,Spain
829,UK
830,UK
831,UK
832,Brazil
833,Brazil
834,Canada
835,Argentina
836,Spain
837,Mexico
838,Canada
839,Brazil
840,Argentina
841,Spain
842,Argentina
843,Canada
844,Canada
845,USA
846,Germany
847,Argentina
848,UK
849,Australia
850,Canada
851,Canada
852,India
853,USA
854,Brazil
855,Canada
856,Canada
857,Germany
858,UK
859,Spain
860,Argentina
861,Brazil
862,Australia
863,Canada
864,Argentina
865,Australia
866,Australia
867,USA
868,India
869,Brazil
870,Australia
871,Australia
872,India
873,UK
874,Argentina
875,Mexico
876,USA
877,USA
878,India
879,Canada
880,Spain
881,Germany
882,UK
883,Spain
884,Germany
885,USA
886,Canada
887,Germany
888,Canada
889,USA
890,India
891,UK
892,Canada
893,Germany
894,Spain
895,Mexico
896,Mexico
897,UK
898,Australia
899,USA
900,Mexico
901,UK
902,Australia
903,Argentina
904,Canada
905,UK
906,Brazil
907,Germany
908,Mexico
909,Germany
910,Mexico
911,Australia
912,UK
913,Australia
914,Argentina
915,Germany
916,Australia
917,UK
918,USA
919,Argentina
920,Spain
921,Brazil
922,Brazil
923,Germany
924,Argentina
925,Australia
926,Spain
927,UK
928,Brazil
929,Australia
930,Germany
931,Germany
932,Australia
933,Australia
934,USA
935,UK
936,India
937,Canada
938,Canada
939,UK
940,Canada
941,Canada
942,Mexico
943,Canada
944,UK
945,Mexico
946,UK
947,Germany
948,USA
949,Germany
950,Mexico
951,Brazil
952,India
953,USA
954,Mexico
955,Spain
956,Germany
957,Spain
958,USA
959,Spain
960,Australia
961,India
962,Spain
963,UK
964,Argentina
965,Spain
966,Mexico
967,Mexico
968,Australia
969,India
970,Spain
971,UK
972,UK
973,Canada
974,Argentina
975,Spain
976,Argentina
977,Mexico
978,India
979,Australia
980,Brazil
981,UK
982,Spain
983,UK
984,Spain
985,Argentina
986,Argentina
987,Argentina
988,Australia
989,Argentina
990,USA
991,UK
992,Argentina
993,Mexico
994,UK
995,Germany
996,Canada
997,Brazil
998,India
999,USA
1000,Spain
1001,Canada
1002,Brazil
1003,Germany
1004,Australia
1005,Spain
1006,USA
1007,Canada
1008,Australia
1009,UK
1010,Mexico
1011,Mexico
1012,Canada
1013,UK
1014,UK
1015,Mexico
1016,Germany
1017,Canada
1018,India
1019,India
1020,Brazil
1021,Spain
1022,Canada
1023,India
1024,Canada
1025,Australia
1026,Brazil
1027,Australia
1028,Argentina
1029,Brazil
1030,Argentina
1031,USA
1032,Brazil
1033,UK
1034,Canada
1035,India
1036,Brazil
1037,USA
1038,UK
1039,USA
1040,USA
1041,Argentina
1042,Germany
1043,Australia
1044,Argentina
1045,Spain
1046,Mexico
1047,India
1048,UK
1049,Brazil
1050,UK
1051,Australia
1052,Argentina
1053,Argentina
1054,Canada
1055,Argentina
1056,UK
1057,Argentina
1058,Canada
1059,USA
1060,Australia
1061,Germany
1062,USA
1063,UK
1064,Australia
1065,Germany
1066,Mexico
1067,Germany
1068,Spain
1069,Argentina
1070,Germany
1071,Canada
1072,Germany
1073,Australia
1074,USA
1075,UK
1076,Germany
1077,Brazil
1078,Argentina
1079,India
1080,India
1081,UK
1082,UK
1083,UK
1084,Australia
1085,Brazil
1086,Spain
1087,Mexico
1088,Mexico
1089,Brazil
1090,USA
1091,Argentina
1092,UK
1093,Canada
1094,Argentina
1095,Mexico
1096,Spain
1097,UK
1098,Brazil
1099,USA
1100,Argentina
1101,Australia
1102,Australia
1103,Germany
1104,India
1105,Canada
1106,Mexico
1107,Argentina
1108,Argentina
1109,UK
1110,Australia
1111,USA
1112,Canada
1113,Brazil
1114,Spain
1115,Canada
1116,Canada
1117,Canada
1118,UK
1119,Germany
1120,India
1121,Brazil
1122,Germany
1123,Australia
1124,India
1125,Germany
1126,Mexico
1127,Argentina
1128,Canada
1129,UK
1130,Canada
1131,Mexico
1132,USA
1133,Germany
1134,Brazil
1135,USA
1136,Argentina
1137,Canada
1138,Canada
1139,Germany
1140,Brazil
1141,UK
1142,UK
1143,Spain
1144,Spain
1145,UK
1146,Brazil
1147,Germany
1148,India
1149,Argentina
1150,Brazil
1151,Mexico
1152,UK
1153,USA
1154,Mexico
1155,Mexico
1156,Germany
1157,India
1158,Australia
1159,Spain
1160,Mexico
1161,USA
1162,USA
1163,Canada
1164,India
1165,Argentina
1166,Mexico
1167,Argentina
1168,Canada
1169,Argentina
1170,India
1171,USA
1172,Brazil
1173,Australia
1174,Mexico
1175,Canada
1176,Mexico
1177,UK
1178,USA
1179,India
1180,UK
1181,India
1182,Germany
1183,Mexico
1184,Spain
1185,Germany
1186,India
1187,Australia
1188,Argentina
1189,India
1190,Canada
1191,Spain
1192,India
1193,India
1194,UK
1195,Australia
1196,Germany
1197,Australia
1198,Mexico
1199,Australia
1200,Brazil
1201,USA
1202,Argentina
1203,Germany
1204,Australia
1205,Spain
1206,Australia
1207,Canada
1208,Canada
1209,Germany
1210,UK
1211,Argentina
1212,USA
1213,Spain
1214,Spain
1215,Argentina
1216,India
1217,Brazil
1218,Canada
1219,Argentina
1220,Australia
1221,India
1222,Argentina
1223,USA
1224,Canada
1225,Germany
1226,India
1227,USA
1228,Argentina
1229,UK
1230,Canada
1231,Brazil
1232,Brazil
1233,USA
1234,USA
1235,UK
1236,Spain
1237,Brazil
1238,Brazil
1239,Canada
1240,Spain
1241,Argentina
1242,Germany
1243,Mexico
1244,Mexico
1245,UK
1246,Germany
1247,Argentina
1248,UK
1249,Spain
1250,India
1251,Argentina
1252,UK
1253,Spain
1254,UK
1255,India
1256,Canada
1257,Germany
1258,Argentina
1259,Canada
1260,Australia
1261,Argentina
1262,Spain
1263,Argentina
1264,Argentina
1265,Germany
1266,Mexico
1267,Germany
1268,UK
1269,Germany
1270,Germany
1271,Canada
1272,Spain
1273,USA
1274,India
1275,Argentina
1276,UK
1277,Canada
1278,USA
1279,India
1280,UK
1281,Mexico
1282,Mexico
1283,Argentina
1284,India
1285,Mexico
1286,Canada
1287,Germany
1288,Brazil
1289,Spain
1290,Germany
1291,Brazil
1292,Mexico
1293,UK
1294,Canada
1295,Australia
1296,Argentina
1297,Australia
1298,Mexico
1299,Australia
1300,USA
1301,Spain
1302,India
1303,USA
1304,India
1305,Germany
1306,Spain
1307,Australia
1308,Spain
1309,Germany
1310,Mexico
1311,Australia
1312,Canada
1313,India
1314,Spain
1315,Spain
1316,India
1317,UK
1318,Brazil
1319,USA
1320,Australia
1321,Spain
1322,Brazil
1323,Australia
1324,Brazil
1325,USA
1326,India
1327,Argentina
1328,UK
1329,Germany
1330,Spain
1331,Australia
1332,Mexico
1333,India
1334,Spain
1335,UK
1336,Mexico
1337,Australia
1338,India
1339,UK
1340,Canada
1341,Canada
1342,Argentina
1343,Brazil
1344,Germany
1345,UK
1346,USA
1347,Germany
1348,India
1349,USA
1350,UK
1351,Argentina
1352,Spain
1353,Canada
1354,India
1355,Germany
1356,Mexico
1357,Germany
1358,Canada
1359,Germany
1360,Germany
1361,Mexico
1362,Australia
1363,Spain
1364,Germany
1365,Australia
1366,India
1367,Australia
1368,Argentina
1369,Mexico
1370,Spain
1371,Mexico
1372,Australia
1373,Australia
1374,UK
1375,Mexico
1376,USA
1377,Mexico
1378,UK
1379,Australia
1380,India
1381,USA
1382,UK
1383,Mexico
1384,USA
1385,Spain
1386,Spain
1387,Germany
1388,Spain
1389,Mexico
1390,Argentina
1391,Mexico
1392,Spain
1393,Germany
1394,Brazil
1395,Mexico
1396,Mexico
1397,India
1398,Germany
1399,Brazil
1400,USA
1401,Canada
1402,Germany
1403,India
1404,Brazil
1405,Spain
1406,UK
1407,India
1408,Canada
1409,Mexico
1410,Argentina
1411,Canada
1412,Australia
1413,Germany
1414,Germany
1415,Mexico
1416,USA
1417,Germany
1418,Australia
1419,Canada
1420,USA
1421,Canada
1422,Canada
1423,Australia
1424,Mexico
1425,India
1426,Argentina
1427,India
1428,UK
1429,Spain
1430,India
1431,Germany
1432,Australia
1433,Argentina
1434,Germany
1435,UK
1436,India
1437,Mexico
1438,Germany
1439,India
1440,India
1441,UK
1442,Brazil
1443,Brazil
1444,Spain
1445,Germany
1446,Germany
1447,UK
1448,Mexico
1449,Spain
1450,USA
1451,USA
1452,Germany
1453,USA
1454,USA
1455,Brazil
1456,Mexico
1457,Canada
1458,Brazil
1459,UK
1460,USA
1461,Brazil
1462,Australia
1463,India
1464,Brazil
1465,UK
1466,India
1467,Mexico
1468,Argentina
1469,Canada
1470,Argentina
1471,Spain
1472,USA
1473,Spain
1474,Australia
1475,Spain
1476,USA
1477,India
1478,Australia
1479,Mexico
1480,Brazil
1481,Germany
1482,India
1483,Australia
1484,Argentina
1485,Germany
1486,Canada
1487,Germany
1488,Mexico
1489,Brazil
1490,Spain
1491,Argentina
1492,Brazil
1493,India
1494,Argentina
1495,Canada
1496,USA
1497,Australia
1498,Canada
1499,Mexico
1500,USA
1501,USA
1502,Canada
1503,Argentina
1504,Argentina
1505,India
1506,Germany
1507,Canada
1508,India
1509,India
1510,India
1511,Canada
1512,Mexico
1513,Canada
1514,Brazil
1515,India
1516,Argentina
1517,Brazil
1518,Spain
1519,Australia
1520,Argentina
1521,USA
1522,Spain
1523,Germany
1524,Australia
1525,India
1526,Canada
1527,UK
1528,Spain
1529,Germany
1530,Spain
1531,Argentina
1532,Spain
1533,USA
1534,Canada
1535,Brazil
1536,Spain
1537,USA
1538,Argentina
1539,Argentina
1540,UK
1541,Mexico
1542,Canada
1543,Brazil
1544,Canada
1545,India
1546,Brazil
1547,UK
1548,Mexico
1549,India
1550,Australia
1551,Brazil
1552,Canada
1553,Argentina
1554,Argentina
1555,Germany
1556,Spain
1557,Australia
1558,UK
1559,USA
1560,Germany
1561,Germany
1562,Argentina
1563,Australia
1564,Germany
1565,USA
1566,USA
1567,Germany
1568,USA
1569,Canada
1570,Argentina
1571,Brazil
1572,Canada
1573,Canada
1574,Mexico
1575,USA
1576,Argentina
1577,USA
1578,Argentina
1579,India
1580,Brazil
1581,Australia
1582,UK
1583,India
1584,Brazil
1585,Brazil
1586,Mexico
1587,UK
1588,UK
1589,UK
1590,Argentina
1591,Canada
1592,USA
1593,Germany
1594,UK
1595,UK
1596,Spain
1597,Spain
1598,Argentina
1599,UK
1600,Argentina
1601,Mexico
1602,Australia
1603,Germany
1604,Australia
1605,Spain
1606,Mexico
1607,USA
1608,Argentina
1609,India
1610,India
1611,USA
1612,Brazil
1613,Brazil
1614,Australia
1615,Germany
1616,Brazil
1617,India
1618,Canada
1619,UK
1620,UK
1621,Mexico
1622,Spain
1623,Canada
1624,Canada
1625,Argentina
1626,India
1627,India
1628,Argentina
1629,UK
1630,Brazil
1631,Germany
1632,UK
1633,USA
1634,India
1635,Australia
1636,Mexico
1637,Spain
1638,India
1639,Australia
1640,USA
1641,UK
1642,Argentina
1643,Brazil
1644,Spain
1645,UK
1646,USA
1647,Argentina
1648,India
1649,UK
1650,Argentina
1651,Australia
1652,Canada
1653,Canada
1654,Brazil
1655,India
1656,UK
1657,India
1658,Mexico
1659,Germany
1660,USA
1661,Australia
1662,USA
1663,Australia
1664,Germany
1665,Germany
1666,USA
1667,Argentina
1668,UK
1669,Mexico
1670,Mexico
1671,India
1672,USA
1673,India
1674,Spain
1675,Canada
1676,Argentina
1677,UK
1678,UK
1679,Argentina
1680,Brazil
1681,Argentina
1682,India
1683,Argentina
1684,Mexico
1685,India
1686,Mexico
1687,Argentina
1688,UK
1689,Mexico
1690,Canada
1691,Spain
1692,USA
1693,USA
1694,Argentina
1695,Germany
1696,Canada
1697,Germany
1698,India
1699,Argentina
1700,UK
1701,UK
1702,India
1703,USA
1704,Canada
1705,Brazil
1706,Spain
1707,Australia
1708,Canada
1709,Canada
1710,Mexico
1711,Mexico
1712,Spain
1713,UK
1714,Argentina
1715,Canada
1716,Mexico
1717,Argentina
1718,India
1719,Argentina
1720,Germany
1721,Spain
1722,India
1723,Canada
1724,Brazil
1725,Australia
1726,Spain
1727,Argentina
1728,UK
1729,Spain
1730,Argentina
1731,Canada
1732,UK
1733,India
1734,Australia
1735,Germany
1736,Brazil
1737,Spain
1738,Brazil
1739,Argentina
1740,India
1741,USA
1742,Argentina
1743,Brazil
1744,UK
1745,India
1746,UK
1747,UK
1748,UK
1749,UK
1750,Mexico
1751,Spain
1752,Brazil
1753,Argentina
1754,Spain
1755,Australia
1756,Brazil
1757,USA
1758,Argentina
1759,Canada
1760,Germany
1761,India
1762,Mexico
1763,India
1764,Argentina
1765,Mexico
1766,Brazil
1767,UK
1768,Spain
1769,Spain
1770,Germany
1771,Germany
1772,India
1773,UK
1774,Germany
1775,Spain
1776,Mexico
1777,Australia
1778,USA
1779,Spain
1780,Brazil
1781,UK
1782,USA
1783,USA
1784,Mexico
1785,Australia
1786,Mexico
1787,Brazil
1788,Brazil
1789,USA
1790,Brazil
1791,Argentina
1792,Germany
1793,Mexico
1794,Spain
1795,UK
1796,USA
1797,Canada
1798,Argentina
1799,Germany
1800,Spain
1801,Spain
1802,Canada
1803,Spain
1804,Germany
1805,Mexico
1806,Germany
1807,USA
1808,USA
1809,Mexico
1810,Spain
1811,Canada
1812,Australia
1813,Mexico
1814,USA
1815,Mexico
1816,USA
1817,Germany
1818,Brazil
1819,Mexico
1820,Canada
1821,Brazil
1822,Spain
1823,Germany
1824,Argentina
1825,Mexico
1826,UK
1827,Australia
1828,Canada
1829,Mexico
1830,Australia
1831,USA
1832,Mexico
1833,Germany
1834,USA
1835,Argentina
1836,Canada
1837,Mexico
1838,Spain
1839,UK
1840,Mexico
1841,UK
1842,Germany
1843,Spain
1844,Mexico
1845,Canada
1846,Brazil
1847,UK
1848,Spain
1849,Canada
1850,UK
1851,UK
1852,UK
1853,UK
1854,USA
1855,Spain
1856,UK
1857,India
1858,UK
1859,Spain
1860,Spain
1861,Argentina
1862,Australia
1863,Canada
1864,India
1865,Germany
1866,UK
1867,UK
1868,USA
1869,Australia
1870,Spain
1871,USA
1872,USA
1873,Canada
1874,Spain
1875,Australia
1876,Australia
1877,Canada
1878,Australia
1879,Mexico
1880,Brazil
1881,UK
1882,Mexico
1883,Germany
1884,USA
1885,Germany
1886,Mexico
1887,Australia
1888,Spain
1889,Australia
1890,Mexico
1891,Mexico
1892,Australia
1893,Spain
1894,Spain
1895,USA
1896,USA
1897,Mexico
1898,Mexico
1899,USA
1900,Australia
1901,Australia
1902,Mexico
1903,Mexico
1904,Mexico
1905,UK
1906,USA
1907,Argentina
1908,Brazil
1909,Spain
1910,Spain
1911,India
1912,Canada
1913,Spain
1914,UK
1915,India
1916,Argentina
1917,Mexico
1918,Australia
1919,India
1920,USA
1921,Mexico
1922,Canada
1923,India
1924,Canada
1925,Canada
1926,Canada
1927,Canada
1928,UK
1929,Germany
1930,UK
1931,Mexico
1932,Germany
1933,Australia
1934,Brazil
1935,Mexico
1936,India
1937,Spain
1938,Germany
1939,Germany
1940,Germany
1941,India
1942,UK
1943,USA
1944,Mexico
1945,Australia
1946,Argentina
1947,Mexico
1948,Germany
1949,Mexico
1950,UK
1951,India
1952,Mexico
1953,Spain
1954,Canada
1955,UK
1956,Germany
1957,Mexico
1958,USA
1959,Spain
1960,Australia
1961,Mexico
1962,India
1963,Argentina
1964,USA
1965,UK
1966,Brazil
1967,Argentina
1968,India
1969,Brazil
1970,Brazil
1971,Spain
1972,Australia
1973,Argentina
1974,Canada
1975,Brazil
1976,Spain
1977,Brazil
1978,USA
1979,Mexico
1980,Australia
1981,Germany
1982,Canada
1983,Brazil
1984,USA
1985,Canada
1986,Spain
1987,Germany
1988,Canada
1989,Germany
1990,UK
1991,Argentina
1992,Argentina
1993,USA
1994,Canada
1995,Canada
1996,Argentina
1997,Germany
1998,Canada
1999,UK
2000,Germany
2001,Argentina
2002,UK
2003,India
2004,India
2005,Brazil
2006,UK
2007,Germany
2008,Mexico
2009,UK
2010,Canada
2011,Australia
2012,UK
2013,Canada
2014,USA
2015,India
2016,Canada
2017,Germany
2018,Canada
2019,UK
2020,Canada
2021,Spain
2022,India
2023,India
2024,Spain
2025,Australia
2026,USA
2027,India
2028,Spain
2029,UK
2030,Australia
2031,Canada
2032,Canada
2033,Argentina
2034,USA
2035,Canada
2036,Spain
2037,Australia
2038,Brazil
2039,Argentina
2040,Canada
2041,Canada
2042,Brazil
2043,UK
2044,Argentina
2045,Canada
2046,Germany
2047,Brazil
2048,Mexico
2049,Mexico
2050,Mexico
2051,USA
2052,Canada
2053,UK
2054,UK
2055,Canada
2056,Mexico
2057,Mexico
2058,Argentina
2059,USA
2060,Mexico
2061,Mexico
2062,India
2063,Mexico
2064,Brazil
2065,India
2066,Mexico
2067,USA
2068,Spain
2069,Germany
2070,Spain
2071,Argentina
2072,Argentina
2073,Argentina
2074,USA
2075,Australia
2076,Canada
2077,UK
2078,USA
2079,Spain
2080,USA
2081,Argentina
2082,Argentina
2083,Canada
2084,Argentina
2085,UK
2086,Brazil
2087,India
2088,USA
2089,Australia
2090,Spain
2091,Germany
2092,Mexico
2093,Canada
2094,Germany
2095,Argentina
2096,Germany
2097,India
2098,UK
2099,Mexico
2100,Spain
2101,India
2102,UK
2103,Brazil
2104,Australia
2105,UK
2106,Brazil
2107,Australia
2108,Mexico
2109,Brazil
2110,UK
2111,Germany
2112,UK
2113,USA
2114,Spain
2115,Argentina
2116,Brazil
2117,Canada
2118,Canada
2119,Germany
2120,Spain
2121,Spain
2122,Brazil
2123,UK
2124,Brazil
2125,Mexico
2126,Argentina
2127,Australia
2128,Mexico
2129,USA
2130,USA
2131,Germany
2132,Argentina
2133,Australia
2134,Brazil
2135,Australia
2136,Mexico
2137,USA
2138,Mexico
2139,Brazil
2140,India
2141,Spain
2142,Mexico
2143,UK
2144,USA
2145,Argentina
2146,UK
2147,Spain
2148,Mexico
2149,Germany
2150,Germany
2151,Argentina
2152,Spain
2153,India
2154,Canada
2155,UK
2156,Spain
2157,Argentina
2158,USA
2159,Mexico
2160,Australia
2161,Germany
2162,Brazil
2163,Spain
2164,Brazil
2165,USA
2166,Spain
2167,Spain
